PROVIDER_ID,FIRST_NAME,MIDDLE_NAME,LAST_NAME,CREDENTIAL_TYPE,SPECIALTY1,SPECIALTY2
1801894688,William,Patrick,Conroy,MD,"Radiology, Diagnostic",
1801802962,Veniamin,,Barshay,MD,"Radiology, Diagnostic",
1336439660,Syed,Adil,Aftab,MD,Neuroradiology,"Radiology, Diagnostic"
1336499870,Jennifer,Carlyn,Palm Dwyer,PA-C,Physician Assistant,
1336403237,Derrick,Alwyn,Fox,MD,Neurology,Internal Medicine
1336474014,Junhua,,Zhang,MD,Anesthesiology,
1336424761,Jaime,Leigh,Cramer,,Nurse Practitioner,
1336450899,Amanda,Jo,Buskevicius,MD,Obstetrics & Gynecology,
1336402775,Thomas,Daniel,Griffin,MD,Dermatology,
1336434992,Luke,Daniel,Krautter,MD,General Practice,Family Practice
1336461201,Roohi,,Riazi,NP,Advanced Practice Nurse,Nurse Practitioner
1336487255,Sandra,Kay,Dettmann,MD,Emergency Medicine,"Emergency Medicine, Pediatric"
1336495365,Arash,,Radparvar,MD,"Radiology, Diagnostic",
1336408707,Kenny,Ka-Shing,Wu,MD,Emergency Medicine,
1336498666,Vanessa,Luce,Demoss,NP,Nurse Practitioner,
1336444645,Debra,Jo,Young,CNS,Clinical Nurse Specialist,Nurse Practitioner
1336427814,Sharon,,Yee,MD,Allergy & Immunology,
1801890322,Margaret,Louise,Bazarnic,MD,"Radiology, Diagnostic",
1801882337,John,Donato,D'Angelo,,Emergency Medicine,
1801855101,Stuart,,Miller,,Geriatric Medicine,Internal Medicine
1801918388,Joanne,Denise,Rischall-Guthrie,RNP,Nurse Practitioner,
1801968193,Erin,Mary,Todd,,Certified Registered Nurse Anesthetist,Advanced Practice Nurse
1801985114,Bonnie,Jean,Griffin,PA-C,Physician Assistant,
1801901293,James,Elliot,Machin,MD,"Radiology, Diagnostic",
1801992813,Karen,Gale,Phillips,MD,"Radiology, Diagnostic",
1336599489,Jeremy,Donald,Stewart,,Nurse Practitioner,
1336562776,Theron,Edward,Ross,,Certified Registered Nurse Anesthetist,Advanced Practice Nurse
1801957915,Robert,Gary,Lee,MD,Dermatology,
1336598911,Julie,Lynne,Conrad,NP,Nurse Practitioner,
1336581073,Ashley,C,Novak,,Physician Assistant,
1336582782,Vikram,Madhavan,Narayan,MD,Urology,
1336537877,Andra,Elizabeth,Talaska,PA-C,Physician Assistant,
1336503507,Ashley,Lauren,Vespie-Nguyen,,Family Practice,
1336595537,Christopher,Michael,Dirda,PA,Physician Assistant,
1801945134,Pamela,Sue,Suver,FNP,Nurse Practitioner,Advanced Practice Nurse
1801987383,Wayne,Brian,Kramer,MD,Maternal & Fetal Medicine,Obstetrics & Gynecology
1801962238,Gene,,Hahn,MD,Hospitalist,Internal Medicine
1801986278,Laura,Lowe,Tosi,MD,"Surgery, Orthopedic",
1801907118,Michael,John,Laszewski,MD,Pathology,Cytopathology
1801977830,Dolores,Ann,Roman,DO,Emergency Medicine,
1801950704,Himisha,Patel,Beltran,,"Oncology, Medical",Family Practice
1801945357,Sanford,Gregg,Feldman,MD,Ophthalmology,
1801956271,Bruce,Evan,Kanengiser,MD,Ophthalmology,
1801915947,Edward,,Babigumira,MD,Physical Medicine & Rehabilitation,
1801948583,Jennifer,Whitney,Cole,DO,Allergy & Immunology,General Practice
1801975982,Mischelle,Kay,Johnson,PAC,Physician Assistant,
1801950225,Misty,Yow,Allen,MD,Emergency Medicine,Family Practice
1801997614,Michael,,Weiss,MD,Anesthesiology,
1801972914,David,Scott,Bach,MD,Cardiology,Internal Medicine
1801943980,Brett,Bennett,Cantrell,MD,"Pathology, Anatomic",Pathology
1801989090,Joseph,Gerard,Fulton,CRNA,Certified Registered Nurse Anesthetist,Advanced Practice Nurse
1801976402,Mark,Edward,Humphrey,MPH,Emergency Medicine,Family Practice
1801900998,Patricia,Jean,Applegate,MD,Cardiology,
1336553353,Eric,Anthony,Bracken,,Neurology,
1336547678,Victoria,Wanda,Herrera,NP,Nurse Practitioner,Advanced Practice Nurse
1336587823,Michael,,Caramihai,DO,Family Practice,
1336553031,Benjamin,Marshall,Marine,,Dentist,
1336559152,Jessica,Lynn,Rockwood,,Emergency Medicine,
1336588094,Jodi,Lynn,Dreyer,RNC NP,Nurse Practitioner,
1336698687,Andrea,Faye,Armstrong,NP,Nurse Practitioner,Advanced Practice Nurse
1336637065,Joshua,Kenneth,Hawver,PHARMD,Pharmacology,
1336650217,Sharon,Maureen,Sweet,FNP-C,Nurse Practitioner,Advanced Practice Nurse
1336656867,Julia,Faye,Case,PA,Physician Assistant,
1336615921,Katelyn,Marie,Walsh,,Physician Assistant,
1336643824,Sarah,,Hardin,FNP,Nurse Practitioner,Advanced Practice Nurse
1689174690,Rafiu,Ayoola,Adeniji,,Certified Registered Nurse Anesthetist,
1689199259,Katharine,Ann,Sewell,,Advanced Practice Nurse,Nurse Practitioner
1689124802,Aaron,Thomas,Smith,,Physician Assistant,
1689281396,Hillary,Maxine,Ottenbaker,FNP-C,Nurse Practitioner,
1689660847,Lance,Dean,Williams,MD,Emergency Medicine,
1689612129,Janice,Marie,Siciliano,MD,Internal Medicine,
1689612772,Minh,Huu,Huynh,MD,Emergency Medicine,
1689645111,Carl,,Rosenkrantz,MD,"Radiology, Diagnostic",
1689670267,Phillip,Otto,Tigert,PA-C,Physician Assistant,
1689659195,Robert,Howard,Patton,MD,Internal Medicine,
1689633018,Christopher,Gerald,Krupp,MD,Emergency Medicine,
1689680118,Jonathan,Christopher,Shaver,MD,"Surgery, Orthopedic",
1689646234,George,Antonios,Kantis,MD,Cardiology,Hospitalist
1689651309,Ny,,Mim,PHARMD,Pharmacology,
1689600835,Irina,Orestovna,Dudar,,Anesthesiology,Family Practice
1689698102,William,Troy,Freeman,MD,Emergency Medicine,
1689629958,Hannah,Echalier,Maxfield,MD,Family Practice,
1689671828,Anne,Miriam,Glaser,MD,Nuclear Medicine,"Radiology, Diagnostic"
1689653917,Rita,Esther,Cuevas,MD,Internal Medicine,Family Practice
1689650947,William,Zack,Bartels,OD,Optometrist,
1689615809,Anand,,Deonarine,MD,Hospitalist,Internal Medicine
1689625741,Jairo,,Rodriguez,MD,Pulmonary Disease,Internal Medicine
1689634883,Jaime,Luis,Silva,MD,Cardiology,Internal Medicine
1689652869,Carole,Marie,Dentino,MD,"Radiology, Diagnostic",Internal Medicine
1689657850,Everett,Jasper,Horn,MD,Obstetrics & Gynecology,
1689656472,Yena,Hoang,Do,DPM,Podiatrist,
1689652414,Maria,Elena,Soler,MD,Obstetrics & Gynecology,
1689639015,David,John,German,MD,"Surgery, Orthopedic",
1689648990,Robert,William,Irwin,MD,Physical Medicine & Rehabilitation,Internal Medicine
1689656282,Marietta,Lacaya,Lariosa,MD,Psychiatry,
1689693418,Kara,Ann,Hamilton,FNP-C,Nurse Practitioner,
1689646358,Frederick,David,Kiehl,DO,Family Practice,
1689696072,Jason,Yue,Shen,MD,Neurology,Neurophysiology
1689646770,William,Charles,Thomeier,MD,"Radiology, Diagnostic","Radiology, Nuclear"
1689671711,David,Enoch,Oppenheim,MD,"Radiology, Diagnostic","Radiology, Vascular & Interventional"
1689668139,Kastooril,,Gopinathan,MD,Cardiology,
1689672412,William,Guillermo,Castro,MD,"Radiology, Diagnostic",
1689674947,Kara,Ann,Dwight,,Obstetrics & Gynecology,
1689644213,Michael,Jeffrey,Edwards,MD,"Radiology, Diagnostic",
1689620080,Richard,Dean,Bruehlman,MD,Family Practice,
1689664492,Brian,Gregory,Keeffe,MD,Cardiology,Internal Medicine
1689615254,Stephen,Daniel,Cady,MD,Emergency Medicine,
1689608358,David,Stuart,Feingold,MD,Dermatology,Infectious Diseases
1689635021,Heidi,L,Rehm,,Genetics,
1689610362,Gordon,Christopher,Zink-Brody,MD,"Radiology, Diagnostic",
1689672537,Acezr,Sanchez,Leynes,MD,Family Practice,
1689685406,Carolyn,Lassen,Martin,MD,Obstetrics & Gynecology,Maternal & Fetal Medicine
1689682015,Antonio,Carlos,Westphalen,,"Radiology, Diagnostic",
1689660565,Jeffrey,Mitchell,Weinberg,MD,Dermatology,
1689679524,Rodney,Clark,Sanders,MD,Urology,
1689601981,Douglas,Scott,Mcfadden,MD,Internal Medicine,
1689629388,Jonathan,Robert,Goff,MD,"Surgery, Orthopedic",
1689618076,Robert,,Lacoste,MD,Psychiatry,
1689663718,Terry,Mershon,Hagan,MD,Psychiatry,
1689668113,Beloo,,Mirakhur,MD,Family Practice,
1689679185,Kenneth,Samuel,Lown,MD,Gastroenterology,
1689640856,Brigid,Maura,Freyne,MD,Rheumatology,Internal Medicine
1689696767,James,Owen,Palmer,MD,"Pathology, Anatomic",Pathology
1689676686,Neven,John,Gardner,MD,Allergy & Immunology,
1689675779,Sharon,J,Held,CRNA,Certified Registered Nurse Anesthetist,Advanced Practice Nurse
1689635609,Janelle,Coxford,Laughlin,MD,Rheumatology,Internal Medicine
1689681355,Tommy,Lee,Love,MD,Internal Medicine,
1689663320,Nather,Baqir,Ansari,MD,Internal Medicine,
1689671364,Charles,Bruce,Moomey,MD,"Surgery, General",Emergency Medicine
1689650772,Nadine,Alexandra,Kindy-Baillot,MD,Ophthalmology,
1689646614,Alex,David,Cooper,,Neurology,
1689625121,Matthew,Ted,Scarff,MD,Anesthesiology,Emergency Medicine
1689692949,Steven,Janney,Smith,MD,"Radiology, Vascular & Interventional","Radiology, Diagnostic"
1689724155,Rajiv,,Arora,MD,Allergy & Immunology,Psychiatry
1689787731,Joseph,,Prah,MD,"Oncology, Medical",
1689791782,Bryan,James,Wolf,MD,Rheumatology,Internal Medicine
1689744252,Elizabeth,Mary,Weaver,MD,Family Practice,
1689761710,Kimberly,Nixon,Hutchison,MD,Neurology,Sleep Medicine
1689750382,James,Chouming,Wu,MD,"Radiology, Diagnostic",
1689751372,Sharrie,Ann,Ray,MD,Internal Medicine,Family Practice
1689759839,Alan,Robbin,Berlin,DO,Dermatology,
1689743197,Gerard,Steven,Letterie,DO,Obstetrics & Gynecology,
1689741506,Linda,,Wong,MD,Dermatology,
1689785552,Herbert,,Blaufarb,PHD,Behavioral Care,
1689785149,Mason,Clawdell,Lawrence,MD,Anesthesiology,
1689756884,Kirk,,Geter,DPM,Podiatrist,
1689735391,David,Francis,Scollan,MD PHD,Cardiac Electrophysiology,Cardiology
1689745671,Michelle,A,Herbster,,Physician Assistant,
1689765323,Shawn,Duggan,Cates,PT,Assistive Therapy,
1689765521,Blair,Seth,Lewis,MD,Gastroenterology,
1689770778,Raymond,,Young,MD,Psychiatry,
1689782377,Silvia,Maria,Velasquez,MD,Infectious Diseases,
1689735193,Kim,,Hookim,MD,Dermatopathology,Cytopathology
1689755985,Kwame,,Adu-Gyamfi,,Physician Assistant,
1689787632,Cheryl,Lee,Hamilton,,Obstetrics & Gynecology,
1689712408,William,Anthony,Manzo,MD,"Radiology, Diagnostic",
1689747008,Thomas,Joseph,Rankin,MD,Emergency Medicine,
1689843195,Lance,Todd,Holton,,Anesthesiology,
1689800047,Thomas,William,Keimig,MD,"Radiology, Diagnostic",
1689833204,Collette,Rose,Kuntz,PA-C,Physician Assistant,
1689808800,Cynthia,Ann,Grauf,PT,Assistive Therapy,
1689848459,Brandon,Douglas,Ellsworth,MD,Pathology,
1689867665,Sarah,Blood,Yourd,,Nurse Practitioner,
1689859431,Kathryn,Marie,Olsen,MD,"Radiology, Diagnostic",
1689806531,Christa,M,Purdum,PA-C,Physician Assistant,
1689845422,Phyllis,Oswald,Rogers,,Behavioral Care,
1689834806,Reza,,Tafrishi,DDS,Dentist,
1689882854,Julie,Marie,Lata,DO,Emergency Medicine,
1689858474,Supriya,,Kuruvilla,MD,"Pathology, Anatomic",
1689868770,Elizabeth,Anne,Anderson,NP,Nurse Practitioner,Advanced Practice Nurse
1689871709,Christopher,Joseph,Erikson,MD,"Radiology, Diagnostic","Radiology, Vascular & Interventional"
1689833329,Matthew,Frank,Gary,MD,"Surgery, Neurological",
1689831836,Luke,Frank,Hoagland,MD,"Radiology, Diagnostic",
1689849911,Penina,Louise,Segall-Gutierrez,MD,Family Practice,
1689831133,Jason,Paul,Shames,MD,Aerospace Medicine,"Radiology, Diagnostic"
1689875445,Samantha,Elaine,Hill,MD,Dermatology,
1689855280,Daniel,Joseph,Purcell,MD,Emergency Medicine,
1689832123,Christina,Mcgraw,Cinelli,,"Radiology, Diagnostic",
1689812760,Ijeoma,Nnebuihe,Okogbue,MD,Cardiology,
1689833402,Anwar,Mohammed,Haque,MD,Pulmonary Disease,
1689897977,Stephen,Melvyn,Lobo,MD,Neuroradiology,"Radiology, Diagnostic"
1689965949,Yu,,Hong,MD,"Radiology, Diagnostic",
1689985798,Khang,Tu,Truong,PHARMD,Pharmacology,
1689961187,Tasha,Jean,Hunke,CRNA,Certified Registered Nurse Anesthetist,
1689932584,Isaac,Crane,Matthias,MD,Hospitalist,Internal Medicine
1689974644,Jason,William,Bertram,MD,Internal Medicine,
1689936163,Tammy,,Truong,DO,Emergency Medicine,
1689934630,Amber,,Sarwar,MD,Hospitalist,Family Practice
1689907206,Nicholas,Timothy,Branscomb,,Emergency Medicine,Internal Medicine
1689986994,Ronillo,Maniquis,Legaspi,,Emergency Medicine,Family Practice
1689985137,Thomas,Merritt,Highfill,,Emergency Medicine,
1689992281,Michael,,Antonetti,MD,Anesthesiology,
1689968885,Vu,Linh,Hoang,MD,Internal Medicine,
1689963852,Jason,Jacob,Oost,MD,Emergency Medicine,
1689968133,Laura,Elizabeth,Durling,MD,Internal Medicine,
1699008177,Charles,Bailey,Elijah,DMD,Dentist,
1699091975,Tara,Deville,Fisher,,Nurse Practitioner,Advanced Practice Nurse
1699004556,Michael,Brandon,Fillinger,,Physician Assistant,
1699047969,Sara,,Mcgowan,RPA-C,Physician Assistant,
1699012641,Stephen,Ross,Mayhood,PHARMD,Pharmacology,
1699075333,Jessica,Ann,Tyrell,,Physician Assistant,
1699096313,Estella,Vashti,Watson,MD,Pediatrics,Internal Medicine
1699069617,Melissa,Ann,Paulissen,MD,Family Practice,
1699065607,Chuanxing,Andrew,Qu,,"Radiology, Diagnostic",
1699083220,Louuan,,Gollop-Brown,PSYD,Behavioral Care,
1699064964,Milton,Gintel,Bergson,MD,Anesthesiology,
1699039610,Vijay,Kumar,Kannam,MD,Family Practice,
1699070441,Andrzej,Peter,Torbus,MD,Internal Medicine,
1205898020,Stephen,Edward,Kishineff,MD,Emergency Medicine,
1205851383,Tara,Michelle,Vick,MD,Obstetrics & Gynecology,
1205807328,David,Scott,Lotsoff,MD,Gastroenterology,Internal Medicine
1205826187,Dallas,Moss,Bondhus,,Physician Assistant,
1205821626,Christian,Heath,Bridgwater,MD,Emergency Medicine,
1205855566,Neil,Bennett,Mccullough,MD,"Radiology, Diagnostic",
1205816287,John,William,Benson,MD,Family Practice,
1205851615,Lawrence,Anthony,Mora,MD,Family Practice,
1205895919,Daniel,Scott,Morrison,MD,Emergency Medicine,
1205899630,Jeanne,Krekeler,Kavinsky,MD,Internal Medicine,
1205832896,Ryan,Richard,Karlstad,MD,"Surgery, Orthopedic",
1205840360,Ashley,Ruzicka,Simmons,MD,Cardiology,Internal Medicine
1205879590,Charles,Ike,Austin,MD,Obstetrics & Gynecology,Family Practice
1205820826,Tong,,Ge,MD,"Radiology, Diagnostic",
1205889243,Theodossis,,Zacharis,MD,Pulmonary Disease,Internal Medicine
1205835949,David,Harris,Kramer,MD,"Radiology, Diagnostic",
1205849395,Mary,Ruth,Buchness,MD,Dermatology,
1205818085,Aruna,,Kandula,MD,Internal Medicine,
1205812104,Michael,Andrew,Monticelli,MD,Hematology & Oncology,Internal Medicine
1205831674,Maida,Enid,Colon,MD,Emergency Medicine,
1205876547,Barbara,Jean,Justice,MD,Psychiatry,"Surgery, General"
1205830742,Joseph,Hannibal,Antonico,MD,Internal Medicine,
1205800976,James,Leroy,Cooper,MD,Pathology,
1205842291,Larry,Douglas,Stark,DO,"Surgery, General",Family Practice
1205848595,Tiyyagura,Sambi,Reddy,MD,Gastroenterology,Internal Medicine
1205897139,Cynthia,Jean,Lawrence,OD,Optometrist,
1205861093,Christine,Marie,Baker,,Family Practice,
1205862760,Michael,Alexander,Ciampi,MD,Family Practice,
1205893153,Kevin,Mark,Edwards,NP,Nurse Practitioner,Advanced Practice Nurse
1205847654,Bradley,Lloyd,Baum,MD,"Surgery, Orthopedic",
1205876943,Timothy,Joe,Painter,MD,"Radiology, Diagnostic",
1205833647,Bristol,Rouse,Winslow,MD,Internal Medicine,
1205889060,Don,A,Good,MD,Obstetrics & Gynecology,
1205834546,Cheryl,Dawn,Pittsford,PA,Physician Assistant,
1205825486,David,,Esguerra,DO,Dermatology,
1205800448,Christina,Ann,Mcadams,MD,Family Practice,
1205850088,Laura,Joan,Gottfried,MD,Pathology,
1205886009,Jeffrey,Lloyd,Pesin,MD,Pulmonary Disease,Internal Medicine
1205836558,David,Elmer,Thomas,MD,"Pulmonology, Pediatric",Pediatrics
1205803145,Richard,Andrew,Benedikt,MD,"Radiology, Diagnostic",
1205828316,Ara,,Kayayan,MD,Internal Medicine,
1205824505,Michael,Nathan,Rubin,DO,Cardiology,Internal Medicine
1205865821,Luke,Brannon,Massey,,Physician Assistant,
1205872934,Glendon,Gale,Cox,,"Radiology, Diagnostic",
1205823382,James,Randall,Stubbart,MD,"Surgery, Orthopedic",
1205883485,Mohamed,Mohamed,Eldibany,MD,Pathology,
1205836228,Barry,Michael,Tom,MD,"Radiology, Diagnostic",
1205856168,Nicole,Lynn,Jones,DO,Hospitalist,Internal Medicine
1205813045,Matthew,J,Fleishman,MD,"Radiology, Diagnostic",
1205889888,Alex,Jose,Pildain,MD,Pathology,
1205860756,Diane,,St Pierre,PA,Physician Assistant,
1205816212,Chad,Michael,Copper,MD,"Surgery, General",
1205956018,Bruce,Wayne,Arthur,,Pulmonary Disease,Internal Medicine
1205965019,Constantine,Gustavo,Moschonas,MD,Neurology,Internal Medicine
1205935343,Nnamdi,,Nkwuo,MD,Emergency Medicine,
1205976214,Lisa,Millikin,Livingston,MD,"Radiology, Diagnostic",
1205978475,Angela,Rae,Crowley,MD,Rheumatology,Internal Medicine
1205949385,David,Stuart,Glaser,MD,Emergency Medicine,Internal Medicine
1205931722,Erik,Vincent,Sitker,MD,Nephrology/Renal Medicine,Internal Medicine
1205909439,William,Harrell,Vanlaar,DO,General Practice,Family Practice
1205916145,Sucha,,Kim,MD,Pulmonary Disease,Internal Medicine
1205927001,Larissa,Lyn,Hood,MD,"Radiology, Diagnostic",
1205998093,Jerome,Stanley,Wilkenfeld,MD,Pathology,"Pathology, Clinical"
1205947041,Edward,Wayman,Ferguson,MD,Emergency Medicine,
1205905486,Ann,Allisa,Church,MD,Dermatology,Dermatopathology
1205937232,Scott,John,Seier,DDS,Dentist,
1205986098,Judith,Claire,Hirsch,NP,Nurse Practitioner,
1205998697,Gregory,John,Ermenc,DDS,Dentist,
1205900875,Elizabeth,Rae,Koerner,,Physician Assistant,
1205905452,Robert,Anthony,Wolfe,MD,Family Practice,
1205901048,John,William,Kachurak,DMD,Dentist,
1205997004,Betty,Jean,Poulos,,Assistive Therapy,
1205951795,Sheila,Mary,Borick,MD,Family Practice,
1205922390,Noor,Mahamood,Gajraj,MD,Anesthesiology,
1205997202,Allen,Stuart,Maizes,MD,Anesthesiology,
1205940657,Sherene,,El-Sioufi,DO,Pulmonary Disease,Internal Medicine
1215075239,Melissa,Andrea,Groff,PA-C,Physician Assistant,
1215054416,Jean,Pierre,Phancao,,"Radiology, Diagnostic",
1215060041,Lance,Edward,Driskill,MD,"Radiology, Diagnostic",
1215086962,Eugene,Key,Chough,MD,"Radiology, Diagnostic",
1215081419,Young,Han,Kim,OMD,Alternative Care,
1215077300,Rhonda,,Szapiel,CRNA,Certified Registered Nurse Anesthetist,
1215013446,Lydie,Laetitia,Hazan,MD,Pediatrics,
1215031828,Janan,Abbas,Alkilidar,MD,"Radiology, Diagnostic",
1215022181,Daniel,Craig,Valentine,OD,Optometrist,
1215053897,Alice,Rachel,Breder,MD,Pediatrics,
1215004155,Sony,Surjadhi,Wirio,MD,Pathology,
1215046388,Jonathan,Foster,Cook,MD,"Surgery, Orthopedic",
1215039284,Marc,Arnold,Samson,MD,"Surgery, Orthopedic",
1215016969,Kourosh,Faiz-Zahrai,Ghassemi,MD,Gastroenterology,
1215086137,Harold,Daniel,Blackwood,PHD,Behavioral Care,
1215080718,Muriel,Lisa,Rose,PA-C,Physician Assistant,
1215099643,Jenny,Rebecca,Ruoho,DDS,Dentist,
1215019724,Mia,Louise,Scott,DO,Family Practice,
1215048509,Lei,,Yu,MD,Gastroenterology,Hepatology/Liver Medicine
1215137245,Shane,Rollin,Taylor,DO,Emergency Medicine,
1215187919,Edward,Thomas,Tham,MD,Emergency Medicine,
1215175732,Brigette,Nicole,Bevly,NP,Physician Assistant,
1215152996,Matthew,Stewart,Malmstrom,DO,"Radiology, Diagnostic",
1215168521,Dean,Baha,Atway,DPM,Podiatrist,
1215112990,Kathleen,Linda,Munsell,PHD,Behavioral Care,
1215191796,Eduardo,Jose,Mortani Barbosa,MD,"Radiology, Diagnostic",
1215166533,Kristen,Lynn,Barbee,DO,Family Practice,
1215159025,Mark,Frederic,Davidson,MD,Anesthesiology,
1215161666,Anne,Marie,Sullivan,MD,Neuroradiology,"Radiology, Diagnostic"
1215199898,Andrew,Robert,Pogozelski,MD,Cardiology,Internal Medicine
1215101845,Russell,Marcus,Leboyer,MD,Ophthalmology,
1215141114,Jason,Luke,Hwang,,"Radiology, Diagnostic",
1215182746,Peir-Yu,,Fang,DO,Family Practice,
1215151162,Michael,Jonah,Gold,,"Radiology, Diagnostic",Neurology
1215130505,Francisco,Galarza,Torres,,Emergency Medicine,
1215142500,Nilanjana,,Bose,MD MBA,Internal Medicine,
1215116140,Shakeya,N,Mundey,DDS,Dentist,
1215171335,Todd,Andrew,Barrett,MD,Family Practice,
1215174602,Jason,Christopher,Tsukamaki,MD,Emergency Medicine,
1215121538,Orit,,Markowitz,MD,Dermatology,
1215100193,Michael,Anthony,Yatsula,MD,Anesthesiology,
1215127493,Surya,Mohan,Artham,MD,"Cardiology, Interventional",Internal Medicine
1215136635,Mark,Ryan,Dalton,MD,Emergency Medicine,
1215134101,Margaret,Rose,Frey,DO,Neurology,
1215173653,Kimberly,Ann,Bluff,FNP,Nurse Practitioner,
1215127253,Sarah,Vanderlinde,Mijangos,MD,"Radiology, Diagnostic",
1215102074,Maurice,,Alazar,MD,Internal Medicine,
1215139498,Manoj,,Mathew,MD,Hospitalist,Family Practice
1215145289,David,Reza,Naimi,DO,Allergy & Immunology,"Allergy & Immunology, Pediatric"
1215126693,Bhakti,Naresh,Kanani,,Physician Assistant,
1215138342,David,,Shusterman,MD,Urology,
1215143813,Jared,Carter,Kleine,DDS,Dentist,
1215270343,Suneel,Deepak,Kamath,MD,"Oncology, Medical",Internal Medicine
1215211255,John,Allen,Saums,PA,Physician Assistant,
1215228713,Nima,,Sarani,MD,Emergency Medicine,
1215299623,Salman,,Khan,MD,Infectious Diseases,
1215255062,Jacey,Jean,Rodriguez-Serva,NP,Nurse Practitioner,
1215290564,Silvija,Pejkovska,Gottesman,MD,Internal Medicine,
1215202585,Amy,,Lee,DO,Family Practice,
1215226865,Catherine,Lee,Eden,MD,Urology,
1215261607,Sarah,Jane,Christian-Kopp,MD,Emergency Medicine,
1215224225,Andrew,Patrick,Pirotte,MD,Emergency Medicine,
1215290077,Abraham,,Klepfish,MD,Emergency Medicine,
1215252515,Sara,Lynn,Lee,,Physician Assistant,
1215274220,Michael,A,Gregory,,Pharmacology,
1215253505,Kimberly,Mary,Nelson,,Behavioral Care,
1215208970,Ruthie,May,Chua,MD,Rheumatology,Internal Medicine
1215202361,Meghan,Catherine,Romba,MD,Neurology,
1215282934,Meredith,Leigh,Townes,,Behavioral Care,
1215256920,Jesal,Vipin,Popat,MD,"Cardiology, Interventional",Hospitalist
1215236112,Ashton,Taylor,Hilton,MD,Dermatology,
1215253349,Dustin,Jay,Newell,MD,"Radiology, Diagnostic",
1215295662,Daniel,Mayer,Pourshalimi,MD,Hospitalist,Internal Medicine
1215244843,Scott,Thomas,Flood,PA,Physician Assistant,
1215269014,Matthew,Michael,Reimert,MD,Rheumatology,Internal Medicine
1215340153,Adam,Ross,Ohler,,Certified Registered Nurse Anesthetist,
1215367685,Ladessa,Marie,Christensen,NP-C,Nurse Practitioner,Advanced Practice Nurse
1215306196,Emily,Rose,Barker,,Physician Assistant,
1215376058,Kory,Dee,Miskin,DPM,Podiatrist,
1215306154,Stephanie,Anne,Lundblad,,Nurse Practitioner,Advanced Practice Nurse
1215304993,Lauren,,Soroka,PA-C,Physician Assistant,
1215373006,Harika,,Thummala,MD,Hospitalist,Internal Medicine
1215374996,Lindsey,Jo,Lommen Kadrmas,MD,Family Practice,
1215344791,Teshome,Kassaye,Gebrmichael,,Internal Medicine,
1215345517,Laura,K,Bonds,,Optometrist,
1215302989,Tameem,Hazem,Sabry,PA-C,Physician Assistant,
1215371950,James,Edward,Steward,,Urology,
1215324314,Yinan,Nannan,Zhang,,Neurology,
1649883406,Azza,Ali,Abdelkarim,,Pharmacology,
1649890252,Lucas,Michael,Gaspard,,Assistive Therapy,
1659302669,Segun,Eneji,Abogunde,MD,Gastroenterology,
1659337335,Todd,Alexander,Winkler,MD,"Radiology, Diagnostic",
1659312031,Robin,Spade,Rabideau,APRN,Certified Registered Nurse Anesthetist,
1659369411,Robert,Kirk,Saucier,MD,Family Practice,
1659351344,Brian,Esmond,Staley,MD,Pathology,
1659302123,Mohammad,Tahir,Farooq,MD,Pain Medicine,Physical Medicine & Rehabilitation
1659376002,Jeffrey,Bruce,Monroe,MD,Otolaryngology,
1659318632,Jeremy,Paul,Wimmer,DC,Chiropractor,
1659390631,Elizabeth,E,Mattlin Christian,,Family Practice,
1659362820,Johnson,Tai,Wong,MD,Allergy & Immunology,Internal Medicine
1659318442,Venugopal,,Vatsavayi,MD,Psychiatry,"Psychiatry, Addiction"
1659348746,Maria,Chiara,Mariencheck,MD,Dermatology,
1659327211,Robin,Merle,Levin,MD,Dermatology,
1659350650,Bryan,Thomas,Wood,MD,"Surgery, General",
1659354108,Chad,Carter,Bauerly,,Anesthesiology,
1659327856,Robert,Leroy,Salisbury,MD,Obstetrics & Gynecology,
1659374734,Daniel,Nelson,Fish,MD,"Surgery, Orthopedic",
1659384121,David,Samuel,Weiland,MD,Cardiology,
1659326494,Gavrilo,,Lazovic,MD,Emergency Medicine,Internal Medicine
1659318913,Kevin,Paul,Sierra,MD,Pulmonary Disease,Internal Medicine
1659374502,Joseph,James,Sferra,MD,"Surgery, General",
1659373173,Kwan,Lan,Lee,CRNA,Certified Registered Nurse Anesthetist,
1659398261,Paul,David,Clifford,MD,"Radiology, Diagnostic",
1659303444,Malika,,Tuli,MD,Dermatology,
1659378636,Scott,Barclay,Loveless,MD,"Radiology, Diagnostic",
1659310753,Nicholas,John,Nikitas,MD,Family Practice,
1659352839,Edward,David,Adickes,,Neuropathology,Pathology
1659301646,Ram,Sree,Duriseti,MD,Emergency Medicine,
1659374296,Terry,Andrew,Colotta,MD,Family Practice,
1659370708,Christopher,Charles,Copenhaver,MD,Allergy & Immunology,"Allergy & Immunology, Pediatric"
1659385185,Robert,Gerard,Romolo,DO,Anesthesiology,Emergency Medicine
1659301315,Helaine,Maxine,Shpritz,DC,Chiropractor,
1659336832,Martin,Alan,Schiff,MD,Dermatology,
1659359073,Gregory,Venard,White,MD,"Radiology, Diagnostic",
1659399681,Morris,Tobias,Grabie,MD,Nephrology/Renal Medicine,Internal Medicine
1659314227,Peter,Mackey,Stillwell,MD,"Radiology, Diagnostic",
1659332609,Frank,Michael,Carrano,MD,Emergency Medicine,
